ScaffoldNickname,Scaffold,Length,newChr,newStart,newEnd,newOrientation,oldChr,oldStart,oldEnd
UnSc1393,1505,4994,chrUn,25230608,25235601,unknown,chrUn,61186592,61191585
UnSc1486,1598,4980,chrUn,25236602,25241581,unknown,chrUn,61711657,61716636
UnSc1481,1593,4976,chrUn,25242582,25247557,unknown,chrUn,61684357,61689332
UnSc1262,1374,4975,chrUn,25248558,25253532,unknown,chrUn,60388939,60393913
UnSc1263,1375,4969,chrUn,25254533,25259501,unknown,chrUn,60394914,60399882
UnSc1277,1389,4966,chrUn,25260502,25265467,unknown,chrUn,60483344,60488309
UnSc1460,1572,4965,chrUn,25266468,25271432,unknown,chrUn,61571435,61576399
UnSc1423,1535,4957,chrUn,25272433,25277389,unknown,chrUn,61356830,61361786
UnSc1427,1539,4946,chrUn,25278390,25283335,unknown,chrUn,61387009,61391954
UnSc1349,1461,4941,chrUn,25284336,25289276,unknown,chrUn,60920368,60925308
UnSc1339,1451,4932,chrUn,25290277,25295208,unknown,chrUn,60860489,60865420
UnSc1432,1544,4927,chrUn,25296209,25301135,unknown,chrUn,61415684,61420610
UnSc1346,1458,4926,chrUn,25302136,25307061,unknown,chrUn,60901579,60906504
UnSc1422,1534,4926,chrUn,25308062,25312987,unknown,chrUn,61350904,61355829
UnSc1269,1381,4919,chrUn,25313988,25318906,unknown,chrUn,60432449,60437367
UnSc1467,1579,4907,chrUn,25319907,25324813,unknown,chrUn,61614046,61618952
UnSc1473,1585,4907,chrUn,25325814,25330720,unknown,chrUn,61642856,61647762
UnSc1445,1557,4904,chrUn,25331721,25336624,unknown,chrUn,61485288,61490191
UnSc1272,1384,4903,chrUn,25337625,25342527,unknown,chrUn,60453372,60458274
UnSc1454,1566,4900,chrUn,25343528,25348427,unknown,chrUn,61538885,61543784
UnSc1274,1386,4895,chrUn,25349428,25354322,unknown,chrUn,60465682,60470576
UnSc1275,1387,4884,chrUn,25355323,25360206,unknown,chrUn,60471577,60476460
UnSc1276,1388,4883,chrUn,25361207,25366089,unknown,chrUn,60477461,60482343
UnSc1309,1421,4881,chrUn,25367090,25371970,unknown,chrUn,60682391,60687271
UnSc1512,1624,4881,chrUn,25372971,25377851,unknown,chrUn,61843027,61847907
UnSc1296,1408,4879,chrUn,25378852,25383730,unknown,chrUn,60602047,60606925
UnSc1285,1397,4873,chrUn,25384731,25389603,unknown,chrUn,60533612,60538484
UnSc1513,1625,4857,chrUn,25390604,25395460,unknown,chrUn,61848908,61853764
UnSc1442,1554,4855,chrUn,25396461,25401315,unknown,chrUn,61469119,61473973
UnSc1450,1562,4853,chrUn,25402316,25407168,unknown,chrUn,61514592,61519444
UnSc1490,1602,4849,chrUn,25408169,25413017,unknown,chrUn,61732654,61737502
UnSc1280,1392,4847,chrUn,25414018,25418864,unknown,chrUn,60504140,60508986
UnSc1281,1393,4842,chrUn,25419865,25424706,unknown,chrUn,60509987,60514828
UnSc1463,1575,4838,chrUn,25425707,25430544,unknown,chrUn,61592498,61597335
UnSc1367,1479,4835,chrUn,25431545,25436379,unknown,chrUn,61031946,61036780
UnSc1431,1543,4825,chrUn,25437380,25442204,unknown,chrUn,61409859,61414683
UnSc1425,1537,4800,chrUn,25443205,25448004,unknown,chrUn,61376897,61381696
UnSc1491,1603,4800,chrUn,25449005,25453804,unknown,chrUn,61738503,61743302
UnSc1484,1596,4798,chrUn,25454805,25459602,unknown,chrUn,61700177,61704974
UnSc1479,1591,4796,chrUn,25460603,25465398,unknown,chrUn,61674783,61679578
UnSc1501,1613,4792,chrUn,25466399,25471190,unknown,chrUn,61787839,61792630
UnSc1489,1601,4783,chrUn,25472191,25476973,unknown,chrUn,61726871,61731653
UnSc1511,1623,4781,chrUn,25477974,25482754,unknown,chrUn,61837246,61842026
UnSc1283,1395,4780,chrUn,25483755,25488534,unknown,chrUn,60522052,60526831
UnSc1284,1396,4780,chrUn,25489535,25494314,unknown,chrUn,60527832,60532611
UnSc1476,1588,4780,chrUn,25495315,25500094,unknown,chrUn,61659697,61664476
UnSc1419,1531,4769,chrUn,25501095,25505863,unknown,chrUn,61333389,61338157
UnSc1469,1581,4767,chrUn,25506864,25511630,unknown,chrUn,61623813,61628579
UnSc1289,1401,4761,chrUn,25512631,25517391,unknown,chrUn,60559343,60564103
UnSc1290,1402,4754,chrUn,25518392,25523145,unknown,chrUn,60565104,60569857
UnSc1522,1634,4750,chrUn,25524146,25528895,unknown,chrUn,61887204,61891953
UnSc1294,1406,4739,chrUn,25529896,25534634,unknown,chrUn,60590569,60595307
UnSc1295,1407,4739,chrUn,25535635,25540373,unknown,chrUn,60596308,60601046
UnSc1311,1423,4739,chrUn,25541374,25546112,unknown,chrUn,60693866,60698604
UnSc1366,1478,4739,chrUn,25547113,25551851,unknown,chrUn,61026207,61030945
UnSc1297,1409,4733,chrUn,25552852,25557584,unknown,chrUn,60607926,60612658
UnSc1298,1410,4732,chrUn,25558585,25563316,unknown,chrUn,60613659,60618390
UnSc1421,1533,4712,chrUn,25564317,25569028,unknown,chrUn,61345192,61349903
UnSc1448,1560,4697,chrUn,25570029,25574725,unknown,chrUn,61503787,61508483
UnSc1299,1411,4696,chrUn,25575726,25580421,unknown,chrUn,60619391,60624086
UnSc1395,1507,4696,chrUn,25581422,25586117,unknown,chrUn,61198922,61203617
UnSc1435,1547,4688,chrUn,25587118,25591805,unknown,chrUn,61430681,61435368
UnSc1529,1641,4684,chrUn,25592806,25597489,unknown,chrUn,61922918,61927601
UnSc1485,1597,4682,chrUn,25598490,25603171,unknown,chrUn,61705975,61710656
UnSc1301,1413,4678,chrUn,25604172,25608849,unknown,chrUn,60631695,60636372
UnSc1514,1626,4672,chrUn,25609850,25614521,unknown,chrUn,61854765,61859436
UnSc1519,1631,4658,chrUn,25615522,25620179,unknown,chrUn,61874770,61879427
UnSc1338,1450,4657,chrUn,25621180,25625836,unknown,chrUn,60854832,60859488
UnSc1382,1494,4651,chrUn,25626837,25631487,unknown,chrUn,61121196,61125846
UnSc1396,1508,4650,chrUn,25632488,25637137,unknown,chrUn,61204618,61209267
UnSc1471,1583,4649,chrUn,25638138,25642786,unknown,chrUn,61633396,61638044
UnSc1385,1497,4646,chrUn,25643787,25648432,unknown,chrUn,61137757,61142402
UnSc1304,1416,4642,chrUn,25649433,25654074,unknown,chrUn,60649985,60654626
UnSc1348,1460,4642,chrUn,25655075,25659716,unknown,chrUn,60914726,60919367
UnSc1465,1577,4634,chrUn,25660717,25665350,unknown,chrUn,61603716,61608349
UnSc1387,1499,4623,chrUn,25666351,25670973,unknown,chrUn,61149662,61154284
UnSc1418,1530,4617,chrUn,25671974,25676590,unknown,chrUn,61327772,61332388
UnSc1483,1595,4616,chrUn,25677591,25682206,unknown,chrUn,61694561,61699176
UnSc1567,1679,4616,chrUn,25683207,25687822,unknown,chrUn,62072489,62077104
UnSc1416,1528,4595,chrUn,25688823,25693417,unknown,chrUn,61317729,61322323
UnSc1310,1422,4594,chrUn,25694418,25699011,unknown,chrUn,60688272,60692865
UnSc1509,1621,4581,chrUn,25700012,25704592,unknown,chrUn,61826467,61831047
UnSc1390,1502,4574,chrUn,25705593,25710166,unknown,chrUn,61167999,61172572
UnSc1452,1564,4567,chrUn,25711167,25715733,unknown,chrUn,61526451,61531017
UnSc1330,1442,4566,chrUn,25716734,25721299,unknown,chrUn,60805901,60810466
UnSc1314,1426,4564,chrUn,25722300,25726863,unknown,chrUn,60712644,60717207
UnSc1371,1483,4559,chrUn,25727864,25732422,unknown,chrUn,61057311,61061869
UnSc1528,1640,4558,chrUn,25733423,25737980,unknown,chrUn,61917360,61921917
UnSc1502,1614,4555,chrUn,25738981,25743535,unknown,chrUn,61793631,61798185
UnSc1362,1474,4553,chrUn,25744536,25749088,unknown,chrUn,61001591,61006143
UnSc1325,1437,4550,chrUn,25750089,25754638,unknown,chrUn,60775998,60780547
UnSc1316,1428,4545,chrUn,25755639,25760183,unknown,chrUn,60724344,60728888
UnSc1318,1430,4534,chrUn,25761184,25765717,unknown,chrUn,60736464,60740997
UnSc1487,1599,4534,chrUn,25766718,25771251,unknown,chrUn,61717637,61722170
UnSc1478,1590,4525,chrUn,25772252,25776776,unknown,chrUn,61669258,61673782
UnSc1320,1432,4521,chrUn,25777777,25782297,unknown,chrUn,60748531,60753051
UnSc1561,1673,4518,chrUn,25783298,25787815,unknown,chrUn,62053852,62058369
UnSc1321,1433,4515,chrUn,25788816,25793330,unknown,chrUn,60754052,60758566
UnSc1500,1612,4507,chrUn,25794331,25798837,unknown,chrUn,61782332,61786838
UnSc1332,1444,4506,chrUn,25799838,25804343,unknown,chrUn,60817964,60822469
UnSc1322,1434,4501,chrUn,25805344,25809844,unknown,chrUn,60759567,60764067
UnSc1525,1637,4476,chrUn,25810845,25815320,unknown,chrUn,61905609,61910084
UnSc1323,1435,4472,chrUn,25816321,25820792,unknown,chrUn,60765068,60769539
UnSc1555,1667,4467,chrUn,25821793,25826259,unknown,chrUn,62031514,62035980
UnSc1324,1436,4458,chrUn,25827260,25831717,unknown,chrUn,60770540,60774997
UnSc1572,1684,4453,chrUn,25832718,25837170,unknown,chrUn,62088326,62092778
UnSc1534,1646,4448,chrUn,25838171,25842618,unknown,chrUn,61948438,61952885
UnSc1497,1609,4447,chrUn,25843619,25848065,unknown,chrUn,61767406,61771852
UnSc1327,1439,4445,chrUn,25849066,25853510,unknown,chrUn,60787588,60792032
UnSc1530,1642,4435,chrUn,25854511,25858945,unknown,chrUn,61928602,61933036
UnSc1329,1441,4431,chrUn,25859946,25864376,unknown,chrUn,60800470,60804900
UnSc1439,1551,4411,chrUn,25865377,25869787,unknown,chrUn,61452003,61456413
UnSc1455,1567,4394,chrUn,25870788,25875181,unknown,chrUn,61544785,61549178
UnSc1334,1446,4382,chrUn,25876182,25880563,unknown,chrUn,60829594,60833975
UnSc1506,1618,4381,chrUn,25881564,25885944,unknown,chrUn,61810514,61814894
UnSc1464,1576,4380,chrUn,25886945,25891324,unknown,chrUn,61598336,61602715
UnSc1495,1607,4380,chrUn,25892325,25896704,unknown,chrUn,61758516,61762895
UnSc1344,1456,4377,chrUn,25897705,25902081,unknown,chrUn,60890928,60895304
UnSc1547,1659,4344,chrUn,25903082,25907425,unknown,chrUn,62004141,62008484
UnSc1508,1620,4331,chrUn,25908426,25912756,unknown,chrUn,61821136,61825466
UnSc1539,1651,4304,chrUn,25913757,25918060,unknown,chrUn,61970492,61974795
UnSc1406,1518,4302,chrUn,25919061,25923362,unknown,chrUn,61262002,61266303
UnSc1343,1455,4295,chrUn,25924363,25928657,unknown,chrUn,60885633,60889927
UnSc1364,1476,4280,chrUn,25929658,25933937,unknown,chrUn,61013904,61018183
UnSc1345,1457,4274,chrUn,25934938,25939211,unknown,chrUn,60896305,60900578
UnSc1409,1521,4274,chrUn,25940212,25944485,unknown,chrUn,61278703,61282976
UnSc1537,1649,4274,chrUn,25945486,25949759,unknown,chrUn,61959986,61964259
UnSc1542,1654,4269,chrUn,25950760,25955028,unknown,chrUn,61981690,61985958
UnSc1507,1619,4241,chrUn,25956029,25960269,unknown,chrUn,61815895,61820135
UnSc1538,1650,4232,chrUn,25961270,25965501,unknown,chrUn,61965260,61969491
UnSc1560,1672,4218,chrUn,25966502,25970719,unknown,chrUn,62048634,62052851
UnSc1531,1643,4216,chrUn,25971720,25975935,unknown,chrUn,61934037,61938252
UnSc1377,1489,4215,chrUn,25976936,25981150,unknown,chrUn,61094544,61098758
UnSc1510,1622,4198,chrUn,25982151,25986348,unknown,chrUn,61832048,61836245
UnSc1437,1549,4188,chrUn,25987349,25991536,unknown,chrUn,61440673,61444860
UnSc1553,1665,4186,chrUn,25992537,25996722,unknown,chrUn,62023554,62027739
UnSc1457,1569,4174,chrUn,25997723,26001896,unknown,chrUn,61556271,61560444
UnSc1449,1561,4108,chrUn,26002897,26007004,unknown,chrUn,61509484,61513591
UnSc1381,1493,4095,chrUn,26008005,26012099,unknown,chrUn,61116101,61120195
UnSc1361,1473,4066,chrUn,26013100,26017165,unknown,chrUn,60996525,61000590
UnSc1379,1491,4057,chrUn,26018166,26022222,unknown,chrUn,61104700,61108756
UnSc1410,1522,4016,chrUn,26023223,26027238,unknown,chrUn,61283977,61287992
UnSc1375,1487,3979,chrUn,26028239,26032217,unknown,chrUn,61083135,61087113
UnSc1378,1490,3941,chrUn,26033218,26037158,unknown,chrUn,61099759,61103699
UnSc1383,1495,3910,chrUn,26038159,26042068,unknown,chrUn,61126847,61130756
UnSc1414,1526,3900,chrUn,26043069,26046968,unknown,chrUn,61308367,61312266
UnSc1398,1510,3867,chrUn,26047969,26051835,unknown,chrUn,61216414,61220280
UnSc1434,1546,3836,chrUn,26052836,26056671,unknown,chrUn,61425845,61429680
UnSc1475,1587,3797,chrUn,26057672,26061468,unknown,chrUn,61654900,61658696
UnSc1399,1511,3728,chrUn,26062469,26066196,unknown,chrUn,61221281,61225008
UnSc1466,1578,3696,chrUn,26067197,26070892,unknown,chrUn,61609350,61613045
UnSc1440,1552,3665,chrUn,26071893,26075557,unknown,chrUn,61457414,61461078
UnSc1404,1516,3643,chrUn,26076558,26080200,unknown,chrUn,61250853,61254495
UnSc1407,1519,3595,chrUn,26081201,26084795,unknown,chrUn,61267304,61270898
UnSc1494,1606,3565,chrUn,26085796,26089360,unknown,chrUn,61753951,61757515
UnSc1515,1627,3473,chrUn,26090361,26093833,unknown,chrUn,61860437,61863909
UnSc1415,1527,3462,chrUn,26094834,26098295,unknown,chrUn,61313267,61316728
UnSc1417,1529,3448,chrUn,26099296,26102743,unknown,chrUn,61323324,61326771
UnSc1503,1615,3432,chrUn,26103744,26107175,unknown,chrUn,61799186,61802617
UnSc1426,1538,3312,chrUn,26108176,26111487,unknown,chrUn,61382697,61386008
UnSc1436,1548,3304,chrUn,26112488,26115791,unknown,chrUn,61436369,61439672
UnSc1428,1540,3286,chrUn,26116792,26120077,unknown,chrUn,61392955,61396240
UnSc1433,1545,3234,chrUn,26121078,26124311,unknown,chrUn,61421611,61424844
UnSc1482,1594,3228,chrUn,26125312,26128539,unknown,chrUn,61690333,61693560
UnSc1443,1555,3124,chrUn,26129540,26132663,unknown,chrUn,61474974,61478097
UnSc1458,1570,2975,chrUn,26133664,26136638,unknown,chrUn,61561445,61564419
UnSc1468,1580,2860,chrUn,26137639,26140498,unknown,chrUn,61619953,61622812
UnSc1470,1582,2816,chrUn,26141499,26144314,unknown,chrUn,61629580,61632395
UnSc1472,1584,2811,chrUn,26145315,26148125,unknown,chrUn,61639045,61641855
UnSc1477,1589,2781,chrUn,26149126,26151906,unknown,chrUn,61665477,61668257
UnSc1480,1592,2778,chrUn,26152907,26155684,unknown,chrUn,61680579,61683356
UnSc1488,1600,2700,chrUn,26156685,26159384,unknown,chrUn,61723171,61725870
UnSc1492,1604,2582,chrUn,26160385,26162966,unknown,chrUn,61744303,61746884
UnSc1520,1632,2570,chrUn,26163967,26166536,unknown,chrUn,61880428,61882997
UnSc1496,1608,2510,chrUn,26167537,26170046,unknown,chrUn,61763896,61766405
UnSc1498,1610,2478,chrUn,26171047,26173524,unknown,chrUn,61772853,61775330
UnSc1504,1616,2451,chrUn,26174525,26176975,unknown,chrUn,61803618,61806068
UnSc1505,1617,2445,chrUn,26177976,26180420,unknown,chrUn,61807069,61809513
UnSc1557,1669,2438,chrUn,26181421,26183858,unknown,chrUn,62039726,62042163
UnSc1516,1628,2297,chrUn,26184859,26187155,unknown,chrUn,61864910,61867206
UnSc1517,1629,2294,chrUn,26188156,26190449,unknown,chrUn,61868207,61870500
UnSc1518,1630,2269,chrUn,26191450,26193718,unknown,chrUn,61871501,61873769
UnSc1521,1633,2206,chrUn,26194719,26196924,unknown,chrUn,61883998,61886203
UnSc1523,1635,2174,chrUn,26197925,26200098,unknown,chrUn,61892954,61895127
UnSc1526,1638,2139,chrUn,26201099,26203237,unknown,chrUn,61911085,61913223
UnSc1527,1639,2136,chrUn,26204238,26206373,unknown,chrUn,61914224,61916359
UnSc1532,1644,2074,chrUn,26207374,26209447,unknown,chrUn,61939253,61941326
UnSc1535,1647,2053,chrUn,26210448,26212500,unknown,chrUn,61953886,61955938
UnSc1536,1648,2047,chrUn,26213501,26215547,unknown,chrUn,61956939,61958985
UnSc1540,1652,1970,chrUn,26216548,26218517,unknown,chrUn,61975796,61977765
UnSc1541,1653,1924,chrUn,26219518,26221441,unknown,chrUn,61978766,61980689
UnSc1543,1655,1896,chrUn,26222442,26224337,unknown,chrUn,61986959,61988854
UnSc1544,1656,1892,chrUn,26225338,26227229,unknown,chrUn,61989855,61991746
UnSc1545,1657,1879,chrUn,26228230,26230108,unknown,chrUn,61992747,61994625
UnSc1548,1660,1830,chrUn,26231109,26232938,unknown,chrUn,62009485,62011314
UnSc1549,1661,1827,chrUn,26233939,26235765,unknown,chrUn,62012315,62014141
UnSc1550,1662,1826,chrUn,26236766,26238591,unknown,chrUn,62015142,62016967
UnSc1551,1663,1802,chrUn,26239592,26241393,unknown,chrUn,62017968,62019769
UnSc1552,1664,1784,chrUn,26242394,26244177,unknown,chrUn,62020770,62022553
UnSc1554,1666,1774,chrUn,26245178,26246951,unknown,chrUn,62028740,62030513
UnSc1556,1668,1745,chrUn,26247952,26249696,unknown,chrUn,62036981,62038725
UnSc1558,1670,1736,chrUn,26250697,26252432,unknown,chrUn,62043164,62044899
UnSc1559,1671,1734,chrUn,26253433,26255166,unknown,chrUn,62045900,62047633
UnSc1562,1674,1639,chrUn,26256167,26257805,unknown,chrUn,62059370,62061008
UnSc1563,1675,1627,chrUn,26258806,26260432,unknown,chrUn,62062009,62063635
UnSc1564,1676,1622,chrUn,26261433,26263054,unknown,chrUn,62064636,62066257
UnSc1565,1677,1616,chrUn,26264055,26265670,unknown,chrUn,62067258,62068873
UnSc1566,1678,1615,chrUn,26266671,26268285,unknown,chrUn,62069874,62071488
UnSc1568,1680,1569,chrUn,26269286,26270854,unknown,chrUn,62078105,62079673
UnSc1569,1681,1558,chrUn,26271855,26273412,unknown,chrUn,62080674,62082231
UnSc1570,1682,1552,chrUn,26274413,26275964,unknown,chrUn,62083232,62084783
UnSc1571,1683,1542,chrUn,26276965,26278506,unknown,chrUn,62085784,62087325
UnSc1573,1685,1523,chrUn,26279507,26281029,unknown,chrUn,62093779,62095301
UnSc1574,1686,1521,chrUn,26282030,26283550,unknown,chrUn,62096302,62097822
UnSc1575,1687,1514,chrUn,26284551,26286064,unknown,chrUn,62098823,62100336
UnSc1576,1688,1483,chrUn,26287065,26288547,unknown,chrUn,62101337,62102819
UnSc1577,1689,1466,chrUn,26289548,26291013,unknown,chrUn,62103820,62105285
UnSc1578,1690,1458,chrUn,26292014,26293471,unknown,chrUn,62106286,62107743
UnSc1580,1692,1439,chrUn,26294472,26295910,unknown,chrUn,62118707,62120145
UnSc1581,1693,1436,chrUn,26296911,26298346,unknown,chrUn,62121146,62122581
UnSc1582,1694,1436,chrUn,26299347,26300782,unknown,chrUn,62123582,62125017
UnSc1583,1695,1428,chrUn,26301783,26303210,unknown,chrUn,62126018,62127445
UnSc1584,1696,1420,chrUn,26304211,26305630,unknown,chrUn,62128446,62129865
UnSc1585,1697,1411,chrUn,26306631,26308041,unknown,chrUn,62130866,62132276
UnSc1586,1698,1372,chrUn,26309042,26310413,unknown,chrUn,62133277,62134648
UnSc1587,1699,1371,chrUn,26311414,26312784,unknown,chrUn,62135649,62137019
UnSc1588,1700,1371,chrUn,26313785,26315155,unknown,chrUn,62138020,62139390
UnSc1589,1701,1332,chrUn,26316156,26317487,unknown,chrUn,62140391,62141722
UnSc1590,1702,1330,chrUn,26318488,26319817,unknown,chrUn,62142723,62144052
UnSc1591,1703,1322,chrUn,26320818,26322139,unknown,chrUn,62145053,62146374
UnSc1592,1704,1321,chrUn,26323140,26324460,unknown,chrUn,62147375,62148695
UnSc1593,1705,1309,chrUn,26325461,26326769,unknown,chrUn,62149696,62151004
UnSc1594,1706,1298,chrUn,26327770,26329067,unknown,chrUn,62152005,62153302
UnSc1595,1707,1276,chrUn,26330068,26331343,unknown,chrUn,62154303,62155578
UnSc1596,1708,1274,chrUn,26332344,26333617,unknown,chrUn,62156579,62157852
UnSc1597,1709,1268,chrUn,26334618,26335885,unknown,chrUn,62158853,62160120
UnSc1598,1710,1265,chrUn,26336886,26338150,unknown,chrUn,62161121,62162385
UnSc1599,1711,1260,chrUn,26339151,26340410,unknown,chrUn,62163386,62164645
UnSc1600,1712,1246,chrUn,26341411,26342656,unknown,chrUn,62165646,62166891
UnSc1601,1713,1246,chrUn,26343657,26344902,unknown,chrUn,62167892,62169137
UnSc1602,1714,1226,chrUn,26345903,26347128,unknown,chrUn,62170138,62171363
UnSc1603,1715,1218,chrUn,26348129,26349346,unknown,chrUn,62172364,62173581
UnSc1604,1716,1209,chrUn,26350347,26351555,unknown,chrUn,62174582,62175790
UnSc1605,1717,1208,chrUn,26352556,26353763,unknown,chrUn,62176791,62177998
UnSc1606,1718,1202,chrUn,26354764,26355965,unknown,chrUn,62178999,62180200
UnSc1607,1719,1188,chrUn,26356966,26358153,unknown,chrUn,62181201,62182388
UnSc1608,1720,1186,chrUn,26359154,26360339,unknown,chrUn,62183389,62184574
UnSc1609,1721,1184,chrUn,26361340,26362523,unknown,chrUn,62185575,62186758
UnSc1610,1722,1180,chrUn,26363524,26364703,unknown,chrUn,62187759,62188938
UnSc1611,1723,1166,chrUn,26365704,26366869,unknown,chrUn,62189939,62191104
UnSc1612,1724,1151,chrUn,26367870,26369020,unknown,chrUn,62192105,62193255
UnSc1613,1725,1144,chrUn,26370021,26371164,unknown,chrUn,62194256,62195399
UnSc1614,1726,1130,chrUn,26372165,26373294,unknown,chrUn,62196400,62197529
UnSc1615,1727,1123,chrUn,26374295,26375417,unknown,chrUn,62198530,62199652
UnSc1616,1728,1121,chrUn,26376418,26377538,unknown,chrUn,62200653,62201773
UnSc1617,1729,1113,chrUn,26378539,26379651,unknown,chrUn,62202774,62203886
UnSc1618,1730,1102,chrUn,26380652,26381753,unknown,chrUn,62204887,62205988
UnSc1619,1731,1097,chrUn,26382754,26383850,unknown,chrUn,62206989,62208085
UnSc1620,1732,1077,chrUn,26384851,26385927,unknown,chrUn,62209086,62210162
UnSc1621,1733,1077,chrUn,26386928,26388004,unknown,chrUn,62211163,62212239
UnSc1622,1734,1065,chrUn,26389005,26390069,unknown,chrUn,62213240,62214304
UnSc1623,1735,1053,chrUn,26391070,26392122,unknown,chrUn,62215305,62216357
UnSc1624,1736,1048,chrUn,26393123,26394170,unknown,chrUn,62217358,62218405
UnSc1625,1737,1046,chrUn,26395171,26396216,unknown,chrUn,62219406,62220451
UnSc1626,1738,1043,chrUn,26397217,26398259,unknown,chrUn,62221452,62222494
UnSc1627,1739,1040,chrUn,26399260,26400299,unknown,chrUn,62223495,62224534
UnSc1628,1740,1028,chrUn,26401300,26402327,unknown,chrUn,62225535,62226562
UnSc1629,1741,1018,chrUn,26403328,26404345,unknown,chrUn,62227563,62228580
UnSc1630,1742,1012,chrUn,26405346,26406357,unknown,chrUn,62229581,62230592
UnSc1631,1743,1007,chrUn,26407358,26408364,unknown,chrUn,62231593,62232599
UnSc1632,1744,1005,chrUn,26409365,26410369,unknown,chrUn,62233600,62234604
UnSc1633,1745,1003,chrUn,26411370,26412372,unknown,chrUn,62235605,62236607
UnSc1634,1746,1001,chrUn,26413373,26414373,unknown,chrUn,62237608,62238608
UnSc1635,1747,993,chrUn,26415374,26416366,unknown,chrUn,62239609,62240601
UnSc1636,1748,982,chrUn,26417367,26418348,unknown,chrUn,62241602,62242583
UnSc1637,1749,981,chrUn,26419349,26420329,unknown,chrUn,62243584,62244564
UnSc1638,1750,978,chrUn,26421330,26422307,unknown,chrUn,62245565,62246542
UnSc1639,1751,968,chrUn,26423308,26424275,unknown,chrUn,62247543,62248510
UnSc1640,1752,952,chrUn,26425276,26426227,unknown,chrUn,62249511,62250462
UnSc1641,1753,945,chrUn,26427228,26428172,unknown,chrUn,62251463,62252407
UnSc1642,1754,941,chrUn,26429173,26430113,unknown,chrUn,62253408,62254348
UnSc1643,1755,924,chrUn,26431114,26432037,unknown,chrUn,62255349,62256272
UnSc1644,1756,924,chrUn,26433038,26433961,unknown,chrUn,62257273,62258196
UnSc1645,1757,924,chrUn,26434962,26435885,unknown,chrUn,62259197,62260120
UnSc1646,1758,922,chrUn,26436886,26437807,unknown,chrUn,62261121,62262042
UnSc1647,1759,921,chrUn,26438808,26439728,unknown,chrUn,62263043,62263963
UnSc1648,1760,917,chrUn,26440729,26441645,unknown,chrUn,62264964,62265880
UnSc1649,1761,912,chrUn,26442646,26443557,unknown,chrUn,62266881,62267792
UnSc1650,1762,889,chrUn,26444558,26445446,unknown,chrUn,62268793,62269681
UnSc1651,1763,879,chrUn,26446447,26447325,unknown,chrUn,62270682,62271560
UnSc1652,1764,875,chrUn,26448326,26449200,unknown,chrUn,62272561,62273435
UnSc1653,1765,875,chrUn,26450201,26451075,unknown,chrUn,62274436,62275310
UnSc1654,1766,873,chrUn,26452076,26452948,unknown,chrUn,62276311,62277183
UnSc1655,1767,865,chrUn,26453949,26454813,unknown,chrUn,62278184,62279048
UnSc1656,1768,865,chrUn,26455814,26456678,unknown,chrUn,62280049,62280913
UnSc1657,1769,862,chrUn,26457679,26458540,unknown,chrUn,62281914,62282775
UnSc1658,1770,859,chrUn,26459541,26460399,unknown,chrUn,62283776,62284634
UnSc1659,1771,857,chrUn,26461400,26462256,unknown,chrUn,62285635,62286491
UnSc1660,1772,854,chrUn,26463257,26464110,unknown,chrUn,62287492,62288345
UnSc1661,1773,853,chrUn,26465111,26465963,unknown,chrUn,62289346,62290198
UnSc1662,1774,842,chrUn,26466964,26467805,unknown,chrUn,62291199,62292040
UnSc1663,1775,840,chrUn,26468806,26469645,unknown,chrUn,62293041,62293880
UnSc1664,1776,839,chrUn,26470646,26471484,unknown,chrUn,62294881,62295719
UnSc1665,1777,838,chrUn,26472485,26473322,unknown,chrUn,62296720,62297557
UnSc1666,1778,835,chrUn,26474323,26475157,unknown,chrUn,62298558,62299392
UnSc1667,1779,833,chrUn,26476158,26476990,unknown,chrUn,62300393,62301225
UnSc1668,1780,832,chrUn,26477991,26478822,unknown,chrUn,62302226,62303057
UnSc1669,1781,830,chrUn,26479823,26480652,unknown,chrUn,62304058,62304887
UnSc1670,1782,828,chrUn,26481653,26482480,unknown,chrUn,62305888,62306715
UnSc1671,1783,826,chrUn,26483481,26484306,unknown,chrUn,62307716,62308541
UnSc1672,1784,826,chrUn,26485307,26486132,unknown,chrUn,62309542,62310367
UnSc1673,1785,822,chrUn,26487133,26487954,unknown,chrUn,62311368,62312189
UnSc1674,1786,819,chrUn,26488955,26489773,unknown,chrUn,62313190,62314008
UnSc1675,1787,818,chrUn,26490774,26491591,unknown,chrUn,62315009,62315826
UnSc1676,1788,818,chrUn,26492592,26493409,unknown,chrUn,62316827,62317644
UnSc1677,1789,817,chrUn,26494410,26495226,unknown,chrUn,62318645,62319461
UnSc1678,1790,817,chrUn,26496227,26497043,unknown,chrUn,62320462,62321278
UnSc1679,1791,815,chrUn,26498044,26498858,unknown,chrUn,62322279,62323093
UnSc1680,1792,813,chrUn,26499859,26500671,unknown,chrUn,62324094,62324906
UnSc1681,1793,812,chrUn,26501672,26502483,unknown,chrUn,62325907,62326718
UnSc1682,1794,810,chrUn,26503484,26504293,unknown,chrUn,62327719,62328528
UnSc1683,1795,810,chrUn,26505294,26506103,unknown,chrUn,62329529,62330338
UnSc1684,1796,810,chrUn,26507104,26507913,unknown,chrUn,62331339,62332148
UnSc1685,1797,809,chrUn,26508914,26509722,unknown,chrUn,62333149,62333957
UnSc1686,1798,808,chrUn,26510723,26511530,unknown,chrUn,62334958,62335765
